Market,Ticker,Price,SMA_150,SMA_200,RS,VCP_Contractions,VCP_Pattern,Pivot,Distance_to_Pivot_%,Volume_Dryup,Status,Stop_Level,Volume_Spike_Ratio,RS_Divergence_%
BIST,KAPLM,664.5,407.32,362.24,,0,NO_VCP,664.5,,,PIVOT_NEAR,617.99,1.72,76.34
BIST,KARSN,10.36,10.03,10.15,,0,NO_VCP,10.36,,,PIVOT_NEAR,9.63,1.31,-5.51
BIST,KORDS,62.5,54.58,56.44,,0,NO_VCP,62.5,,,PIVOT_NEAR,58.12,1.25,8.9
BIST,KTSKR,115.7,72.47,69.75,,0,NO_VCP,115.7,,,PIVOT_NEAR,107.6,0.78,57.5
BIST,MAALT,1459.0,1028.49,1047.29,,0,NO_VCP,1459.0,,,PIVOT_NEAR,1356.87,1.01,41.56
BIST,MPARK,455.0,385.81,380.19,,0,NO_VCP,455.0,,,PIVOT_NEAR,423.15,1.29,-1.51
BIST,PRZMA,25.84,13.66,14.02,,0,NO_VCP,25.84,,,PIVOT_NEAR,24.03,1.83,95.24
BIST,SURGY,67.25,51.13,52.69,,0,NO_VCP,67.25,,,PIVOT_NEAR,62.54,4.24,37.81
BIST,TRGYO,96.95,79.76,77.83,,3,FORMING,96.95,,,PIVOT_NEAR,90.16,1.2,9.9
BIST,ULUSE,196.5,178.55,185.27,,0,NO_VCP,196.5,,,PIVOT_NEAR,182.75,3.37,5.87
US,O,64.64,60.38,59.73,50.0,5,FORMING,64.65,0.02,False,PIVOT_NEAR,60.12,0.57,
US,ALB,215.62,138.81,123.09,50.0,0,NO_VCP,215.69,0.03,False,PIVOT_NEAR,200.53,2.53,
US,WPC,72.89,68.49,67.56,50.0,6,FORMING,72.91,0.03,False,PIVOT_NEAR,67.79,0.85,
US,XPO,222.12,158.56,151.28,50.0,6,FORMING,222.22,0.05,False,PIVOT_NEAR,206.57,1.52,
US,SLAB,212.28,158.6,153.15,50.0,5,TIGHT,212.43,0.07,True,PIVOT_NEAR,197.42,0.85,
US,VTRS,14.01,12.2,11.59,50.0,5,FORMING,14.02,0.07,False,PIVOT_NEAR,13.03,1.06,
US,HOLX,76.01,73.07,71.34,50.0,6,TIGHT,76.07,0.08,False,PIVOT_NEAR,70.69,,
US,AES,14.5,14.34,14.0,50.0,4,TIGHT,14.52,0.1,False,PIVOT_NEAR,13.49,0.67,
US,HR,18.31,17.69,17.42,50.0,5,FORMING,18.33,0.11,False,PIVOT_NEAR,17.03,0.71,
US,KRG,25.99,23.63,23.3,50.0,4,FORMING,26.02,0.12,False,PIVOT_NEAR,24.17,0.8,
US,RNR,314.62,275.55,266.99,50.0,7,FORMING,315.0,0.12,False,PIVOT_NEAR,292.6,0.79,
US,MPWR,1402.81,1031.73,971.14,50.0,0,NO_VCP,1404.6,0.13,False,PIVOT_NEAR,1304.61,0.85,
US,WELL,214.51,191.04,183.97,50.0,4,FORMING,214.84,0.15,False,PIVOT_NEAR,199.49,0.45,
US,CBOE,309.38,263.39,257.72,50.0,6,FORMING,309.87,0.16,False,PIVOT_NEAR,287.72,1.04,
US,INTC,68.5,41.81,37.05,50.0,0,NO_VCP,68.61,0.16,False,PIVOT_NEAR,63.71,1.01,
US,AFL,113.71,110.45,108.81,50.0,6,FORMING,113.9,0.17,False,PIVOT_NEAR,105.75,0.57,
US,APH,148.96,135.76,128.42,50.0,0,NO_VCP,149.21,0.17,False,PIVOT_NEAR,138.53,0.8,
US,EQIX,1070.9,845.19,828.76,50.0,4,FORMING,1072.88,0.18,False,PIVOT_NEAR,995.94,0.83,
US,JBL,310.1,235.17,230.71,50.0,0,NO_VCP,310.76,0.21,False,PIVOT_NEAR,288.39,0.51,
US,LAMR,135.15,127.95,127.0,50.0,5,FORMING,135.43,0.21,False,PIVOT_NEAR,125.69,0.67,
US,BHF,62.3,59.73,56.81,50.0,6,FORMING,62.44,0.23,False,PIVOT_NEAR,57.94,0.8,
US,IRM,117.73,97.74,97.1,50.0,0,NO_VCP,118.02,0.25,False,PIVOT_NEAR,109.49,1.29,
US,KIM,23.75,21.56,21.59,50.0,5,FORMING,23.81,0.25,False,PIVOT_NEAR,22.09,1.1,
US,FR,62.4,57.24,55.38,50.0,3,FORMING,62.56,0.26,False,PIVOT_NEAR,58.03,0.77,
US,CRUS,164.84,130.05,124.61,50.0,0,NO_VCP,165.28,0.27,False,PIVOT_NEAR,153.3,1.38,
US,GATX,197.0,173.27,169.61,50.0,3,FORMING,197.54,0.27,False,PIVOT_NEAR,183.21,0.53,
US,NNN,44.73,42.17,42.24,50.0,6,FORMING,44.86,0.28,False,PIVOT_NEAR,41.6,0.57,
US,ASH,57.47,55.39,54.84,50.0,5,FORMING,57.64,0.29,False,PIVOT_NEAR,53.45,0.61,
US,SAIA,422.56,334.46,325.86,50.0,5,FORMING,423.81,0.29,False,PIVOT_NEAR,392.98,1.32,
US,AIZ,224.65,224.03,218.1,50.0,5,FORMING,225.32,0.3,False,PIVOT_NEAR,208.92,0.77,
US,AVGO,398.47,344.63,332.51,50.0,0,NO_VCP,399.68,0.3,False,PIVOT_NEAR,370.58,0.72,
US,BRX,30.28,27.49,27.25,50.0,4,FORMING,30.38,0.31,False,PIVOT_NEAR,28.16,0.52,
US,CAVA,91.24,65.56,69.0,50.0,5,FORMING,91.52,0.31,False,PIVOT_NEAR,84.85,1.08,
US,CSCO,84.5,75.8,73.93,50.0,3,FORMING,84.77,0.32,False,PIVOT_NEAR,78.59,0.63,
US,WEX,175.5,155.11,157.71,50.0,0,NO_VCP,176.07,0.32,False,PIVOT_NEAR,163.22,0.76,
US,STAG,38.82,37.68,37.19,50.0,5,FORMING,38.95,0.33,False,PIVOT_NEAR,36.1,0.56,
US,GL,149.68,139.31,137.8,50.0,4,FORMING,150.19,0.34,False,PIVOT_NEAR,139.2,0.58,
US,REG,79.65,72.59,72.28,50.0,5,FORMING,79.92,0.34,False,PIVOT_NEAR,74.07,0.68,
US,LSCC,111.88,80.99,75.31,50.0,0,NO_VCP,112.27,0.35,False,PIVOT_NEAR,104.05,0.88,
US,ARMK,44.31,39.11,39.62,50.0,5,FORMING,44.47,0.36,False,PIVOT_NEAR,41.21,0.95,
US,DELL,193.09,139.77,137.15,50.0,5,FORMING,193.8,0.37,False,PIVOT_NEAR,179.57,1.05,
US,FCFS,207.03,169.31,161.25,50.0,5,FORMING,207.79,0.37,False,PIVOT_NEAR,192.54,0.68,
US,AMD,278.26,215.04,201.74,50.0,0,NO_VCP,279.34,0.39,False,PIVOT_NEAR,258.78,1.77,
US,MASI,178.29,151.35,151.95,50.0,6,TIGHT,179.0,0.4,True,PIVOT_NEAR,165.81,0.47,
US,GTLS,207.66,204.54,200.24,50.0,4,TIGHT,208.51,0.41,False,PIVOT_NEAR,193.12,0.49,
US,TXN,223.1,187.72,190.64,50.0,3,FORMING,224.02,0.41,False,PIVOT_NEAR,207.48,1.1,
US,EA,203.37,199.69,190.3,50.0,5,TIGHT,204.22,0.42,False,PIVOT_NEAR,189.13,0.75,
US,TGT,123.91,102.36,102.07,50.0,5,FORMING,124.46,0.44,False,PIVOT_NEAR,115.24,0.77,
US,STX,531.81,322.06,280.91,50.0,5,FORMING,534.23,0.45,False,PIVOT_NEAR,494.58,0.79,
US,IDCC,375.16,345.47,322.43,50.0,0,NO_VCP,376.92,0.47,False,PIVOT_NEAR,348.9,0.37,
US,ILMN,132.72,121.97,116.36,50.0,0,NO_VCP,133.37,0.49,False,PIVOT_NEAR,123.43,0.95,
US,FLEX,79.92,63.18,60.35,50.0,0,NO_VCP,80.33,0.51,False,PIVOT_NEAR,74.33,0.84,
US,WST,269.81,261.03,255.54,50.0,5,FORMING,271.29,0.55,False,PIVOT_NEAR,250.92,0.76,
US,ADI,353.8,284.55,273.09,50.0,4,FORMING,355.78,0.56,False,PIVOT_NEAR,329.03,0.68,
US,FOX,57.9,57.52,56.21,50.0,4,FORMING,58.23,0.57,False,PIVOT_NEAR,53.85,0.57,
US,FOXA,64.52,63.95,62.25,50.0,4,FORMING,64.89,0.57,False,PIVOT_NEAR,60.0,0.57,
US,TXNM,58.99,58.21,57.85,50.0,4,TIGHT,59.33,0.57,False,PIVOT_NEAR,54.86,0.56,
US,MCHP,76.87,66.81,67.25,50.0,0,NO_VCP,77.32,0.58,False,PIVOT_NEAR,71.49,0.84,
US,SNX,208.8,158.52,155.25,50.0,5,FORMING,210.02,0.58,False,PIVOT_NEAR,194.18,0.53,
US,FDX,380.88,301.81,283.93,50.0,6,FORMING,383.18,0.6,False,PIVOT_NEAR,354.22,0.65,
US,FRT,110.04,101.8,100.27,50.0,5,FORMING,110.7,0.6,False,PIVOT_NEAR,102.34,0.58,
US,HLT,330.38,287.73,283.62,50.0,4,FORMING,332.41,0.61,False,PIVOT_NEAR,307.25,0.59,
US,UPS,105.06,98.77,97.17,50.0,5,FORMING,105.74,0.64,False,PIVOT_NEAR,97.71,0.82,
US,SYNA,79.31,75.12,73.16,50.0,0,NO_VCP,79.84,0.66,False,PIVOT_NEAR,73.76,1.05,
US,UNP,251.07,236.15,233.51,50.0,6,TIGHT,252.73,0.66,False,PIVOT_NEAR,233.5,0.95,
US,CAR,448.98,142.73,149.91,50.0,0,NO_VCP,452.0,0.67,False,PIVOT_NEAR,417.55,2.0,
US,CSX,42.72,37.42,36.64,50.0,4,FORMING,43.01,0.67,False,PIVOT_NEAR,39.73,0.82,
US,VFC,20.12,17.28,16.23,50.0,0,NO_VCP,20.26,0.69,False,PIVOT_NEAR,18.71,1.23,
US,BALL,63.37,54.88,55.0,50.0,6,FORMING,63.82,0.71,False,PIVOT_NEAR,58.93,1.04,
US,BK,134.84,114.99,111.32,50.0,4,FORMING,135.8,0.71,False,PIVOT_NEAR,125.4,1.51,
US,ON,79.93,57.09,56.16,50.0,0,NO_VCP,80.5,0.71,False,PIVOT_NEAR,74.33,2.41,
US,PNW,104.17,93.12,92.55,50.0,5,FORMING,104.92,0.71,False,PIVOT_NEAR,96.88,0.84,
US,SBRA,20.66,19.15,19.02,50.0,4,FORMING,20.81,0.72,False,PIVOT_NEAR,19.21,0.61,
US,SITM,470.56,340.18,308.92,50.0,0,NO_VCP,474.0,0.73,False,PIVOT_NEAR,437.62,0.58,
US,BEN,26.55,24.33,24.48,50.0,3,FORMING,26.75,0.75,False,PIVOT_NEAR,24.69,0.73,
US,NTRS,156.77,137.79,135.33,50.0,4,FORMING,157.97,0.76,False,PIVOT_NEAR,145.8,1.05,
US,NUE,191.85,161.22,156.56,50.0,5,FORMING,193.34,0.77,False,PIVOT_NEAR,178.42,0.73,
US,TEL,236.48,224.96,217.77,50.0,5,FORMING,238.31,0.77,False,PIVOT_NEAR,219.93,0.9,
US,JLL,334.27,317.35,307.73,50.0,4,FORMING,336.97,0.8,False,PIVOT_NEAR,310.87,0.61,
US,KEX,143.48,113.08,111.03,50.0,5,FORMING,144.64,0.8,False,PIVOT_NEAR,133.44,0.61,
US,SBUX,98.36,89.32,89.76,50.0,3,FORMING,99.18,0.83,False,PIVOT_NEAR,91.47,0.75,
US,EGP,196.89,181.52,177.52,50.0,6,FORMING,198.61,0.87,False,PIVOT_NEAR,183.11,1.22,
US,PEP,158.38,150.68,148.82,50.0,3,FORMING,159.79,0.88,False,PIVOT_NEAR,147.29,1.54,
US,WBS,72.16,64.06,62.87,50.0,5,TIGHT,72.8,0.88,True,PIVOT_NEAR,67.11,0.4,
US,CHRW,181.61,160.65,148.68,50.0,0,NO_VCP,183.25,0.89,False,PIVOT_NEAR,168.9,2.27,
US,EBAY,101.96,89.1,88.75,50.0,4,FORMING,102.91,0.92,False,PIVOT_NEAR,94.82,0.89,
US,NSA,42.21,32.27,32.05,50.0,5,FORMING,42.6,0.92,True,PIVOT_NEAR,39.26,0.55,
US,MRNA,54.68,36.68,34.67,50.0,0,NO_VCP,55.2,0.94,False,PIVOT_NEAR,50.85,0.86,
US,SPG,201.35,186.54,182.33,50.0,5,FORMING,203.29,0.95,False,PIVOT_NEAR,187.26,0.81,
US,ADC,78.93,74.35,73.93,50.0,7,FORMING,79.7,0.97,False,PIVOT_NEAR,73.4,0.79,
US,FLG,14.25,12.57,12.39,50.0,5,FORMING,14.39,0.97,False,PIVOT_NEAR,13.25,0.52,
US,AMZN,249.7,225.11,225.43,50.0,0,NO_VCP,252.18,0.98,False,PIVOT_NEAR,232.22,0.9,
US,ANET,161.01,137.12,133.92,50.0,0,NO_VCP,161.01,,False,PIVOT_NEAR,149.74,0.91,
US,DLR,199.05,169.5,169.75,50.0,3,FORMING,199.05,,False,PIVOT_NEAR,185.12,0.77,
US,NSC,302.63,292.61,288.28,50.0,5,FORMING,302.63,,False,PIVOT_NEAR,281.45,1.03,
BIST,ALKIM,18.96,18.43,18.25,,0,NO_VCP,19.17,1.1,,SETUP,17.63,1.1,-20.62
BIST,TRHOL,1221.0,626.87,521.92,,0,NO_VCP,1235.0,1.13,,SETUP,1135.53,1.32,57.6
BIST,ELITE,31.2,26.67,25.47,,0,NO_VCP,31.56,1.14,,SETUP,29.02,1.12,9.38
BIST,EGEPO,15.29,9.69,9.41,,0,NO_VCP,15.48,1.23,,SETUP,14.22,0.54,56.24
BIST,EDIP,36.2,35.46,35.43,,5,FORMING,36.66,1.25,,SETUP,33.67,0.65,-11.28
BIST,EGEGY,33.44,27.82,27.27,,0,NO_VCP,33.9,1.36,,SETUP,31.1,1.1,4.26
BIST,AKBNK,77.4,68.62,67.76,,0,NO_VCP,78.5,1.4,,SETUP,71.98,1.18,-5.7
BIST,ATEKS,70.0,59.78,60.33,,0,NO_VCP,71.0,1.41,,SETUP,65.1,2.29,3.21
BIST,GARAN,138.7,135.47,135.82,,0,NO_VCP,140.7,1.42,,SETUP,128.99,1.29,-14.88
BIST,MAGEN,63.9,39.65,34.48,,0,NO_VCP,64.85,1.46,,SETUP,59.43,1.76,40.16
BIST,ETYAT,8.3,8.07,7.37,,0,NO_VCP,8.43,1.54,,SETUP,7.72,1.09,-2.94
BIST,AYCES,1305.0,554.42,536.73,,0,NO_VCP,1327.0,1.66,,SETUP,1213.65,0.75,159.72
BIST,DURDO,4.06,3.73,3.78,,0,NO_VCP,4.13,1.69,,SETUP,3.78,1.07,-3.32
BIST,VERUS,505.0,307.11,326.18,,0,NO_VCP,514.0,1.75,,SETUP,469.65,0.6,40.78
BIST,TCELL,115.7,103.1,100.52,,0,NO_VCP,117.8,1.78,,SETUP,107.6,1.11,0.12
BIST,ECZYT,370.0,310.12,285.63,,0,NO_VCP,376.75,1.79,,SETUP,344.1,0.71,8.06
BIST,RUZYE,13.49,12.56,11.84,,0,NO_VCP,13.74,1.82,,SETUP,12.55,1.24,-2.54
BIST,CLEBI,1854.0,1668.23,1670.89,,3,FORMING,1889.0,1.85,,SETUP,1724.22,1.22,-7.89
BIST,OYAKC,25.16,23.3,23.16,,5,FORMING,25.64,1.87,,SETUP,23.4,0.77,-11.46
BIST,PETUN,12.57,12.04,12.01,,5,FORMING,12.81,1.87,,SETUP,11.69,0.68,-7.98
BIST,ANSGR,27.26,23.3,22.89,,4,FORMING,27.8,1.94,,SETUP,25.35,1.18,-1.51
BIST,PRDGS,7.57,6.6,6.66,,0,NO_VCP,7.72,1.94,,SETUP,7.04,1.73,0.43
BIST,GATEG,338.25,127.72,97.64,,0,NO_VCP,345.0,1.96,,SETUP,314.57,1.28,2187.37
BIST,GEREL,37.94,21.94,21.69,,0,NO_VCP,38.7,1.96,,SETUP,35.28,1.31,81.31
BIST,YKBNK,38.06,35.69,34.96,,0,NO_VCP,38.82,1.96,,SETUP,35.4,1.33,-11.45
BIST,INVES,546.0,328.6,355.41,,0,NO_VCP,557.0,1.97,,SETUP,507.78,0.41,52.69
BIST,TSKB,44.16,42.05,39.98,,5,FORMING,45.08,2.04,,SETUP,41.07,0.87,-6.41
BIST,KRDMB,73.65,32.0,30.73,,0,NO_VCP,75.2,2.06,,SETUP,68.49,0.93,163.23
BIST,PRKME,13.1,12.04,11.91,,0,NO_VCP,13.38,2.09,,SETUP,12.18,0.78,4.26
BIST,ALGYO,8.89,8.33,8.41,,0,NO_VCP,9.09,2.2,,SETUP,8.27,1.1,-3.9
BIST,PAMEL,97.3,87.41,94.04,,0,NO_VCP,99.5,2.21,,SETUP,90.49,3.51,-2.6
BIST,MOBTL,641.0,550.06,536.59,,0,NO_VCP,656.0,2.29,,SETUP,596.13,1.07,-8.22
BIST,ARDYZ,45.88,36.11,34.39,,0,NO_VCP,46.98,2.34,,SETUP,42.67,2.21,-8.56
BIST,ANHYT,113.8,98.83,93.67,,4,FORMING,116.55,2.36,,SETUP,105.83,1.32,1.9
BIST,KCHOL,207.0,184.86,182.9,,4,FORMING,212.0,2.36,,SETUP,192.51,0.78,-5.28
BIST,AKFGY,2.85,2.78,2.8,,5,FORMING,2.92,2.4,,SETUP,2.65,0.66,-15.6
BIST,ZEDUR,9.0,8.45,8.55,,0,NO_VCP,9.23,2.49,,SETUP,8.37,1.83,-1.85
BIST,SISE,47.88,40.74,40.27,,4,FORMING,49.14,2.56,,SETUP,44.53,1.25,7.66
BIST,ERBOS,199.7,189.54,186.37,,5,FORMING,205.2,2.68,,SETUP,185.72,0.96,-10.45
BIST,KMPUR,18.18,16.31,16.25,,0,NO_VCP,18.68,2.68,,SETUP,16.91,0.87,10.61
BIST,TABGD,253.5,240.32,231.27,,6,FORMING,260.5,2.69,,SETUP,235.76,1.08,-8.03
BIST,OZGYO,2.16,2.04,2.06,,0,NO_VCP,2.22,2.7,,SETUP,2.01,0.55,-5.5
BIST,AGESA,237.0,207.93,195.39,,0,NO_VCP,243.6,2.71,,SETUP,220.41,1.74,2.32
BIST,IZENR,10.6,9.59,9.28,,0,NO_VCP,10.9,2.75,,SETUP,9.86,3.65,9.2
BIST,VANGD,82.0,52.85,50.49,,0,NO_VCP,84.35,2.79,,SETUP,76.26,2.5,23.36
BIST,METRO,6.48,5.12,4.79,,0,NO_VCP,6.67,2.85,,SETUP,6.03,1.62,26.91
BIST,ISDMR,43.9,39.13,38.89,,5,FORMING,45.22,2.92,,SETUP,40.83,1.17,2.67
BIST,ICUGS,3.91,2.96,3.09,,0,NO_VCP,4.03,2.98,,SETUP,3.64,1.71,38.49
BIST,OBASE,37.44,35.98,36.27,,0,NO_VCP,38.6,3.01,,SETUP,34.82,2.87,-3.73
BIST,ENJSA,118.8,90.07,83.75,,0,NO_VCP,122.5,3.02,,SETUP,110.48,1.35,15.83
BIST,ODINE,899.0,371.68,310.32,,0,NO_VCP,927.0,3.02,,SETUP,836.07,0.45,145.05
BIST,KAREL,9.28,9.26,9.23,,0,NO_VCP,9.57,3.03,,SETUP,8.63,1.09,-9.73
BIST,RNPOL,3.19,2.17,2.07,,0,NO_VCP,3.29,3.04,,SETUP,2.97,1.44,23.67
BIST,KTLEV,105.0,34.64,28.58,,0,NO_VCP,108.3,3.05,,SETUP,97.65,0.43,180.39
BIST,ALKLC,408.0,187.6,157.62,,0,NO_VCP,421.5,3.2,,SETUP,379.44,0.84,77.0
BIST,TARKM,401.0,379.4,382.57,,0,NO_VCP,415.0,3.37,,SETUP,372.93,3.22,3.94
BIST,ASELS,414.0,261.65,240.12,,0,NO_VCP,429.0,3.5,,SETUP,385.02,0.74,9.02
BIST,MEGMT,79.6,53.68,47.93,,4,FORMING,82.55,3.57,,SETUP,74.03,0.82,25.75
BIST,ALVES,3.76,3.07,3.08,,0,NO_VCP,3.9,3.59,,SETUP,3.5,1.32,23.48
BIST,BSOKE,35.26,22.12,20.12,,0,NO_VCP,36.64,3.77,,SETUP,32.79,0.62,36.39
BIST,HLGYO,5.58,4.29,4.16,,0,NO_VCP,5.8,3.79,,SETUP,5.19,1.07,21.46
BIST,BASGZ,51.6,43.64,41.44,,5,FORMING,53.75,4.0,,SETUP,47.99,0.82,9.79
BIST,CGCAM,36.48,36.28,35.91,,0,NO_VCP,38.0,4.0,,SETUP,33.93,1.56,-6.36
BIST,TRCAS,45.6,42.74,40.95,,4,FORMING,47.5,4.0,,SETUP,42.41,0.66,-8.33
BIST,BURVA,1159.0,545.34,437.53,,0,NO_VCP,1209.0,4.14,,SETUP,1077.87,1.11,145.1
BIST,SEKUR,8.05,4.26,4.09,,0,NO_VCP,8.4,4.17,,SETUP,7.49,0.72,117.01
BIST,CRDFA,29.92,19.1,15.78,,0,NO_VCP,31.24,4.23,,SETUP,27.83,1.43,28.6
BIST,KERVN,4.71,4.59,4.63,,3,FORMING,4.92,4.27,,SETUP,4.38,1.27,-14.28
BIST,ECOGR,7.83,7.76,7.64,,5,FORMING,8.18,4.28,,SETUP,7.28,0.93,-18.28
BIST,ISKPL,17.12,10.88,9.5,,0,NO_VCP,17.9,4.36,,SETUP,15.92,0.42,37.32
BIST,PSGYO,3.05,2.71,2.76,,0,NO_VCP,3.19,4.39,,SETUP,2.84,2.18,-3.08
BIST,FROTO,104.9,97.37,96.1,,0,NO_VCP,109.8,4.46,,SETUP,97.56,1.97,-6.86
BIST,TCKRC,94.05,68.69,63.39,,0,NO_VCP,98.45,4.47,,SETUP,87.47,1.08,3.84
BIST,AGHOL,31.04,29.45,29.16,,5,FORMING,32.5,4.49,,SETUP,28.87,0.74,-15.4
BIST,TMPOL,628.0,355.74,291.61,,0,NO_VCP,657.5,4.49,,SETUP,584.04,2.95,37.86
BIST,ARASE,101.1,74.06,69.5,,6,FORMING,106.0,4.62,,SETUP,94.02,0.31,18.22
BIST,GWIND,10.17,9.93,9.91,,2,FORMING,10.67,4.69,,SETUP,9.46,1.82,-13.36
BIST,KRPLS,8.69,8.46,8.29,,4,FORMING,9.12,4.71,,SETUP,8.08,2.01,-19.91
BIST,KERVT,24.64,16.32,15.66,,0,NO_VCP,25.86,4.72,,SETUP,22.92,1.21,55.23
BIST,HALKB,39.86,36.34,33.95,,0,NO_VCP,41.86,4.78,,SETUP,37.07,1.09,-16.43
BIST,AEFES,18.44,16.54,16.42,,0,NO_VCP,19.37,4.8,,SETUP,17.15,1.64,-5.12
BIST,ISCTR,14.45,14.17,14.27,,5,FORMING,15.19,4.87,,SETUP,13.44,0.86,-14.84
BIST,VAKBN,4.65,3.8,3.76,,0,NO_VCP,4.89,4.91,,SETUP,4.32,0.77,19.84
BIST,PETKM,21.98,18.18,18.19,,0,NO_VCP,23.12,4.93,,SETUP,20.44,1.11,13.65
BIST,LMKDC,139.2,74.51,68.32,,0,NO_VCP,146.5,4.98,,SETUP,129.46,0.88,61.22
BIST,TOASO,283.75,257.09,246.05,,0,NO_VCP,298.67,5.0,,SETUP,263.89,0.8,-5.04
US,CDP,32.63,30.08,29.66,50.0,6,FORMING,32.96,1.0,False,SETUP,30.35,1.07,
US,EXPD,147.01,141.93,135.93,50.0,7,FORMING,148.51,1.01,False,SETUP,136.72,0.92,
US,H,164.08,154.42,151.77,50.0,0,NO_VCP,165.75,1.01,False,SETUP,152.59,1.23,
US,OMC,78.76,76.91,76.46,50.0,5,FORMING,79.56,1.01,False,SETUP,73.25,0.49,
US,NVDA,198.35,184.3,181.53,50.0,0,NO_VCP,200.4,1.02,False,SETUP,184.47,0.81,
US,STLD,195.75,168.36,158.68,50.0,5,FORMING,197.83,1.05,False,SETUP,182.05,0.67,
US,RF,27.92,26.76,26.5,50.0,5,FORMING,28.22,1.06,False,SETUP,25.97,1.1,
US,GRMN,264.36,224.61,225.61,50.0,4,FORMING,267.23,1.07,False,SETUP,245.85,0.84,
US,DY,400.38,340.4,320.19,50.0,0,NO_VCP,404.77,1.08,False,SETUP,372.35,0.84,
US,HSIC,77.21,73.29,72.38,50.0,5,FORMING,78.06,1.09,False,SETUP,71.81,0.77,
US,IDA,148.08,133.85,131.11,50.0,5,FORMING,149.73,1.1,False,SETUP,137.71,0.81,
US,R,221.38,192.06,188.71,50.0,6,FORMING,223.84,1.1,False,SETUP,205.88,1.09,
US,FAF,63.82,63.49,63.19,50.0,4,FORMING,64.55,1.13,False,SETUP,59.35,0.6,
US,GOOGL,336.02,296.02,271.69,50.0,5,FORMING,339.88,1.14,False,SETUP,312.5,0.68,
US,TCBI,102.45,92.48,90.69,50.0,4,FORMING,103.63,1.14,False,SETUP,95.28,0.69,
US,COHR,328.0,187.9,165.34,50.0,0,NO_VCP,332.0,1.2,False,SETUP,305.04,0.72,
US,OGS,89.68,81.72,79.86,50.0,4,FORMING,90.78,1.21,False,SETUP,83.4,0.64,
US,MP,62.3,61.84,61.66,50.0,0,NO_VCP,63.1,1.27,False,SETUP,57.94,0.87,
US,WCC,307.87,260.32,247.55,50.0,5,FORMING,312.0,1.32,False,SETUP,286.32,0.7,
US,APD,297.24,268.26,274.1,50.0,5,FORMING,301.25,1.33,False,SETUP,276.43,0.64,
US,CNO,42.98,41.16,40.33,50.0,5,FORMING,43.56,1.33,False,SETUP,39.97,0.41,
US,WBD,27.39,25.14,21.88,50.0,5,TIGHT,27.76,1.33,False,SETUP,25.47,0.94,
US,HAS,93.35,85.23,83.45,50.0,5,FORMING,94.62,1.34,False,SETUP,86.82,0.83,
US,ALGM,38.22,31.23,31.64,50.0,0,NO_VCP,38.75,1.37,False,SETUP,35.54,0.9,
US,GOOG,332.77,296.2,272.02,50.0,5,FORMING,337.38,1.37,False,SETUP,309.48,0.68,
US,CINF,163.36,161.6,158.88,50.0,4,FORMING,165.64,1.38,False,SETUP,151.92,0.7,
US,LFUS,386.28,292.1,280.85,50.0,6,FORMING,391.68,1.38,False,SETUP,359.24,0.66,
US,MAR,362.42,305.94,296.87,50.0,5,FORMING,367.5,1.38,False,SETUP,337.05,1.0,
US,JPM,309.95,306.99,303.57,50.0,5,FORMING,314.32,1.39,False,SETUP,288.25,0.6,
US,UMBF,120.55,117.19,116.36,50.0,4,TIGHT,122.26,1.4,False,SETUP,112.11,0.85,
US,AAPL,263.4,262.36,251.83,50.0,5,FORMING,267.16,1.41,False,SETUP,244.96,1.01,
US,TWLO,136.96,121.98,120.26,50.0,0,NO_VCP,139.0,1.47,False,SETUP,127.37,0.88,
US,PFG,93.98,87.62,85.55,50.0,6,FORMING,95.39,1.48,False,SETUP,87.4,0.75,
US,ZION,61.54,57.0,56.53,50.0,6,FORMING,62.47,1.49,False,SETUP,57.23,0.52,
US,KEYS,329.96,220.35,206.4,50.0,4,FORMING,334.99,1.5,False,SETUP,306.86,0.74,
US,IBKR,79.38,68.96,67.32,50.0,0,NO_VCP,80.69,1.63,False,SETUP,73.82,0.91,
US,ODFL,213.57,165.36,163.05,50.0,5,FORMING,217.1,1.63,False,SETUP,198.62,1.01,
US,FTV,59.65,53.76,52.69,50.0,5,FORMING,60.64,1.64,False,SETUP,55.47,0.81,
US,ASB,27.45,26.19,26.03,50.0,5,FORMING,27.91,1.65,False,SETUP,25.53,0.54,
US,BURL,337.29,289.45,285.52,50.0,3,FORMING,342.97,1.66,False,SETUP,313.68,0.51,
US,NDSN,276.7,253.2,244.66,50.0,6,FORMING,281.37,1.66,False,SETUP,257.33,1.0,
US,ROIV,29.19,22.33,19.68,50.0,5,FORMING,29.69,1.68,False,SETUP,27.15,1.08,
US,EVR,357.52,326.89,321.19,50.0,0,NO_VCP,363.83,1.73,False,SETUP,332.49,0.59,
US,MTSI,261.42,188.77,174.81,50.0,0,NO_VCP,266.05,1.74,False,SETUP,243.12,0.81,
US,FCX,68.28,51.79,49.76,50.0,5,FORMING,69.5,1.76,False,SETUP,63.5,0.6,
US,HST,20.57,18.21,17.75,50.0,5,FORMING,20.94,1.77,False,SETUP,19.13,0.74,
US,JHG,51.56,46.97,45.91,50.0,3,TIGHT,52.49,1.77,True,SETUP,47.95,0.21,
US,STT,141.9,123.7,120.54,50.0,5,FORMING,144.48,1.79,False,SETUP,131.97,1.24,
US,WDC,361.69,205.3,172.65,50.0,0,NO_VCP,368.4,1.82,False,SETUP,336.37,0.61,
